username,timestamp,content,mentions,hashtags
parin sheth,2025-07-11T09:42:11.000Z,"parin sheth
@ParinSheth
·
23h
#styrenix finally it started moving. 3400 possible. My picks do take some time to move

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock #BREAKOUTSTOCKS
Quote
parin sheth
@ParinSheth
·
Jul 4
#styrenix cmp 3175. 
Risk reward looking favorable positionally.
218","@ParinSheth, @ParinSheth","#styrenix, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #BREAKOUTSTOCKS, #styrenix"
F&O Trader Technical Analyst ,2025-07-11T09:33:30.000Z,"F&O Trader Technical Analyst 
@Trade_In_Future
·
23h
#INTRADAY #Positional #StockMarket #StockMarketIndia #StocksInFocus 

Keep Eyes on PEL with initial SL HP and trail SL L2 of MAST
Neeraj Bajpai
1
39",@Trade_In_Future,"#INTRADAY, #Positional, #StockMarket, #StockMarketIndia, #StocksInFocus"
kuldip,2025-07-11T09:28:19.000Z,"kuldip
@StrongBreakOut
·
23h
#Indiashllelter 
Target 1200 

#NSE #Nifty50 #nifty #swing #Investing #strongBreakout #breakout #intraday #btst #OptionsTrading #optiontrading #optionbuying #nseltd #BSE #sensex #banknifty
472",@StrongBreakOut,"#Indiashllelter, #NSE, #Nifty50, #nifty, #swing, #Investing, #strongBreakout, #breakout, #intraday, #btst, #OptionsTrading, #optiontrading, #optionbuying, #nseltd, #BSE, #sensex, #banknifty"
JS Chanan,2025-07-11T09:26:36.000Z,"JS Chanan
@jschanan
·
23h
Intraday Large Deals 

 #Block   #blockdeal #intraday #bigblock #LargeDeal                                       #Indigo #JPPOWER #Electrotherm #ICICIBank #ReligareEnterp #LodhaDeveloper #Glenmark #DaburIndia #PBFintech #Infosys #ReligareEnterp #NTPC #CDSL #Glenmark
1
975",@jschanan,"#Block, #blockdeal, #intraday, #bigblock, #LargeDeal, #Indigo, #JPPOWER, #Electrotherm, #ICICIBank, #ReligareEnterp, #LodhaDeveloper, #Glenmark, #DaburIndia, #PBFintech, #Infosys, #ReligareEnterp, #NTPC, #CDSL, #Glenmark"
JS Chanan,2025-07-11T09:15:00.000Z,"JS Chanan
@jschanan
·
Jul 11
Intraday Large Deals 

#Block   #blockdeal #intraday #bigblock #LargeDeal                                       #VRLLogistics #JindalWorldwid #ReligareEnterp #ICICIBank #Netweb #ABBIndia #JBChemicals #EnviroInfra #AUSmallFinanc #Gland #BajajFinserv #AUSmallFinanc #AvenueSupermar
Show more
1
3
617",@jschanan,"#Block, #blockdeal, #intraday, #bigblock, #LargeDeal, #VRLLogistics, #JindalWorldwid, #ReligareEnterp, #ICICIBank, #Netweb, #ABBIndia, #JBChemicals, #EnviroInfra, #AUSmallFinanc, #Gland, #BajajFinserv, #AUSmallFinanc, #AvenueSupermar"
Breakout Stocks,2025-07-11T08:43:15.000Z,"Breakout Stocks
@BreakoutStockks
·
Jul 11
280 paar 16%
ho kya raha aaj yeh sab

#stockstowatch #btst #charts #chartoftheweek #chartpattern #INTRADAY #StocksToBuy #stockmarketnews #StockMarketUpdate #stockmarketsindia
Quote
Breakout Stocks
@BreakoutStockks
·
Jul 11
TOP ON TOP
#BBL #JAGSON #EIEL 
Nifty -160 
ho kya raha aaj yeh sab

#stockstowatch #btst #charts #chartoftheweek #chartpattern #INTRADAY #StocksToBuy #stockmarketnews #StockMarketUpdate #stockmarketsindia
3
459","@BreakoutStockks, @BreakoutStockks","#stockstowatch, #btst, #charts, #chartoftheweek, #chartpattern, #INTRADAY, #StocksToBuy, #stockmarketnews, #StockMarketUpdate, #stockmarketsindia, #BBL, #JAGSON, #EIEL, #stockstowatch, #btst, #charts, #chartoftheweek, #chartpattern, #INTRADAY, #StocksToBuy, #stockmarketnews, #StockMarketUpdate, #stockmarketsindia"
Astha Chandra,2025-07-11T08:41:51.000Z,"Astha Chandra
@astha__chandra
·
Jul 11
#XAUUSD Analysis 
#Intraday Trend: #Bullish 
Intraday #Strategy:  Buy on Breakout, Buy on Support, Strong Above 3360

Join us now for daily trading insights and live signals ~ https://chat.whatsapp.com/CQ0NB879eq4HLIO5GTGDuW…

#Xauusdgold #Forexmarket #trading #GOLD #USD #tradingcfd #goldtrading
Show more
37",@astha__chandra,"#XAUUSD, #Intraday, #Bullish, #Strategy, #Xauusdgold, #Forexmarket, #trading, #GOLD, #USD, #tradingcfd, #goldtrading"
Latha Broker,2025-07-11T08:24:30.000Z,"Latha Broker
@LathaBroker
·
Jul 11
We're putting out high-accuracy calls daily to help you achieve a profitable day. If these posts are making a difference for you, please show some love! Your likes and engagement truly motivate us.
        
Educational. Not Recom.
#INTRADAY #trading #TradingView
3
4
102",@LathaBroker,"#INTRADAY, #trading, #TradingView"
Elliott Kumar,2025-07-11T08:10:18.000Z,"Elliott Kumar
@elliottkumar
·
Jul 11
#Nifty50, is coming down as well. Namaskaar to #ElliottWaveTheory 

#ElliottWaveAnalysis #TechnicalAnalysis #ChartAnalysis #StockMarketIndia #intraday #DayTrading #OptionsTrading
Quote
Elliott Kumar
@elliottkumar
·
Jul 5
Slightly came down the whole week. Respected the #resistance. 

#Nifty50 #ChartAnalysis #TechnicalAnalysis #ElliottWaveAnalysis #ElliottWaveCount #IndianStockMarket  x.com/elliottkumar/s…
2
129","@elliottkumar, @elliottkumar","#Nifty50, #ElliottWaveTheory, #ElliottWaveAnalysis, #TechnicalAnalysis, #ChartAnalysis, #StockMarketIndia, #intraday, #DayTrading, #OptionsTrading, #resistance, #Nifty50, #ChartAnalysis, #TechnicalAnalysis, #ElliottWaveAnalysis, #ElliottWaveCount, #IndianStockMarket"
parin sheth,2025-07-11T07:28:37.000Z,"parin sheth
@ParinSheth
·
Jul 11
#polycab below 6690 low made of 6645.  cmp 6670.
Discussed. However results are round the corner so maintain strict sl

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock #BREAKOUTSTOCKS
Quote
parin sheth
@ParinSheth
·
Jul 10
Market view and 7 to 8 stocks for tomorrow. 

https://youtu.be/AG50dC2PhqA

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock #BREAKOUTSTOCKS
1
1
231","@ParinSheth, @ParinSheth","#polycab, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #BREAKOUTSTOCKS, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #BREAKOUTSTOCKS"
StockX India ,2025-07-11T07:10:17.000Z,"StockX India 
@StockX_India
·
Jul 11
 #Chart_Challenge #INTRADAY 

 𝗚𝘂𝗲𝘀𝘀 𝘁𝗵𝗲 𝗰𝗵𝗮𝗿𝘁!

 चार्ट का नाम बताओ

𝗖𝗼𝗺𝗺𝗲𝗻𝘁  Repost  Like 

-
#TechnicalTrades
#GuessTheStock
3
6
16
2.4K",@StockX_India,"#Chart_Challenge, #INTRADAY, #TechnicalTrades, #GuessTheStock"
Intensify Research,2025-07-11T07:02:52.000Z,"Intensify Research
@Intensifyres
·
Jul 11
सेंसेक्स, निफ्टी में मंदी, बेयरिश मार्केट में एक्सपर्ट्स के Top Intraday Trading और Cash Calls - https://intensifyresearch.com/Web/blogPost/585…

Read Advanced Stock Strategies - http://intensifyresearch.com

#INTRADAY #BullMarket #JPPOWER #niftyOptions #GLENMARK #TataElxsi #UnichIDO #StocksToBuy
368",@Intensifyres,"#INTRADAY, #BullMarket, #JPPOWER, #niftyOptions, #GLENMARK, #TataElxsi, #UnichIDO, #StocksToBuy"
JS Chanan,2025-07-11T06:59:53.000Z,"JS Chanan
@jschanan
·
Jul 11
Intraday Large Deals

#Block   #blockdeal #intraday #bigblock #LargeDeal                                       #VodafoneIdea #VodafoneIdea #Glenmark #VodafoneIdea #Glenmark #SagilityIndia #BajajAuto #SagilityIndia #HUL #HUL #CochinShipyard #JSWInfra #ICICIBank #AlstoneText
Show more
1
735",@jschanan,"#Block, #blockdeal, #intraday, #bigblock, #LargeDeal, #VodafoneIdea, #VodafoneIdea, #Glenmark, #VodafoneIdea, #Glenmark, #SagilityIndia, #BajajAuto, #SagilityIndia, #HUL, #HUL, #CochinShipyard, #JSWInfra, #ICICIBank, #AlstoneText"
Pankaj Jain (EYE ON TRADE RESEARCH) SEBI REG RA,2025-07-11T06:47:46.000Z,"Pankaj Jain (EYE ON TRADE RESEARCH) SEBI REG RA
@primepaisa1
·
Jul 11
#NIFTY 50 #25100 #INTRADAY  करो या मरो याद रखना खेल सिर्फ FII & DII के बिच है, रिटेलर और इंट्राडे वाला सिर्फ एक मोहरा हैं !!  

Its Not Buy sell hold recommendation.
10
816",@primepaisa1,"#NIFTY, #25100, #INTRADAY"
TradeWithBelief,2025-07-11T06:43:20.000Z,"TradeWithBelief
@viksat_boris
·
Jul 11
Replying to 
@viksat_boris
midcap today 11/07/2025
#banknifty #niftycrash #NIFTY #Index New ATH #stockmarketcrash #Earnings Buying Bitcoin Bitcoin $BTC #INTRADAY #bullrun 1 $BTC 
#stockmarket #nifty #stockmarketindia #sharemarket #sensex #investing #bse #trading #stockmarketnews #nse #banknifty #intraday
Show more
238","@viksat_boris, @viksat_boris","#banknifty, #niftycrash, #NIFTY, #Index, #stockmarketcrash, #Earnings, #INTRADAY, #bullrun, #stockmarket, #nifty, #stockmarketindia, #sharemarket, #sensex, #investing, #bse, #trading, #stockmarketnews, #nse, #banknifty, #intraday"
TradeWithBelief,2025-07-11T06:34:38.000Z,"TradeWithBelief
@viksat_boris
·
Jul 11
BANK NIFTY TRADE TODAY.
#banknifty #niftycrash #NIFTY #Index New ATH #stockmarketcrash #Earnings Buying Bitcoin Bitcoin $BTC #INTRADAY #bullrun 1 $BTC
1
164",@viksat_boris,"#banknifty, #niftycrash, #NIFTY, #Index, #stockmarketcrash, #Earnings, #INTRADAY, #bullrun"
Indersinggh ,2025-07-11T06:13:44.000Z,"Indersinggh 
@FIINKNOWLEDGE
·
Jul 11
Replying to 
@FIINKNOWLEDGE
#tradingview 
#INTRADAY 
#optiontrading #optionbuying 
#niftybank #banknifty #bankniftyoption booked.
26","@FIINKNOWLEDGE, @FIINKNOWLEDGE","#tradingview, #INTRADAY, #optiontrading, #optionbuying, #niftybank, #banknifty, #bankniftyoption"
damodaran_stockanalyst,2025-07-11T06:08:43.000Z,"damodaran_stockanalyst
@damodaran2200
·
Jul 11
Follow:
@simpletricksindia 
@damodaran_stockanalyst for more finance and stock market related videos

#damodaranstockanalyst #simpletricksindia #cryptocurrency #intraday #forex #forextrader #.  #sharemarketindia
15","@damodaran2200, @simpletricksindia, @damodaran_stockanalyst","#damodaranstockanalyst, #simpletricksindia, #cryptocurrency, #intraday, #forex, #forextrader, #sharemarketindia"
parin sheth,2025-07-11T05:57:07.000Z,"parin sheth
@ParinSheth
·
Jul 11
#kpit 1265 and vedl 443. 
risk reward ratio favorable.

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock #BREAKOUTSTOCKS
1
228",@ParinSheth,"#kpit, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #BREAKOUTSTOCKS"
Manisha Jadhav,2025-07-11T05:37:38.000Z,"Manisha Jadhav
@BeingHumane14
·
Jul 11
So #nifty50 finally showing it’s true colours. After a looooooooooong consolidation (marked below ) #Nifty was supposed to breakout with atleast 1200-1500 points above but 

And this is why I got trust issues , fake out #nifty 

#optiontrading #heatwave #INTRADAY #sensex
1
2
1.4K",@BeingHumane14,"#nifty50, #Nifty, #nifty, #optiontrading, #heatwave, #INTRADAY, #sensex"
Stock Funda,2025-07-11T05:29:11.000Z,"Stock Funda
@StockFunda369
·
Jul 11
Crizac Ltd

https://clkly.in/pym5r3oxl

#AIAlerts #AIIndicator #AIIndicatorAlert #IndicatorAlert #Pivot #Support #Resistance #profitabletrading #intraday #intradayalerts
1
144",@StockFunda369,"#AIAlerts, #AIIndicator, #AIIndicatorAlert, #IndicatorAlert, #Pivot, #Support, #Resistance, #profitabletrading, #intraday, #intradayalerts"
Stock Funda,2025-07-11T05:27:53.000Z,"Stock Funda
@StockFunda369
·
Jul 11
Rallis India Ltd

https://clkly.in/pym5r3oxl

#AIAlerts #AIIndicator #AIIndicatorAlert #IndicatorAlert #Pivot #Support #Resistance #profitabletrading #intraday #intradayalerts
1
49",@StockFunda369,"#AIAlerts, #AIIndicator, #AIIndicatorAlert, #IndicatorAlert, #Pivot, #Support, #Resistance, #profitabletrading, #intraday, #intradayalerts"
Stock Funda,2025-07-11T05:26:42.000Z,"Stock Funda
@StockFunda369
·
Jul 11
Enviro Infra Engineers Ltd

https://clkly.in/pym5r3oxl

#AIAlerts #AIIndicator #AIIndicatorAlert #IndicatorAlert #Pivot #Support #Resistance #profitabletrading #intraday #intradayalerts
1
258",@StockFunda369,"#AIAlerts, #AIIndicator, #AIIndicatorAlert, #IndicatorAlert, #Pivot, #Support, #Resistance, #profitabletrading, #intraday, #intradayalerts"
Breakout Stocks,2025-07-11T05:25:48.000Z,"Breakout Stocks
@BreakoutStockks
·
Jul 11
TOP ON TOP
#BBL #JAGSON #EIEL 
Nifty -160 
ho kya raha aaj yeh sab

#stockstowatch #btst #charts #chartoftheweek #chartpattern #INTRADAY #StocksToBuy #stockmarketnews #StockMarketUpdate #stockmarketsindia
1
2
804",@BreakoutStockks,"#BBL, #JAGSON, #EIEL, #stockstowatch, #btst, #charts, #chartoftheweek, #chartpattern, #INTRADAY, #StocksToBuy, #stockmarketnews, #StockMarketUpdate, #stockmarketsindia"
Stock Funda,2025-07-11T05:25:39.000Z,"Stock Funda
@StockFunda369
·
Jul 11
NIFTY 25200PE

https://clkly.in/pym5r3oxl

#AIAlerts #AIIndicator #AIIndicatorAlert #IndicatorAlert #Pivot #Support #Resistance #profitabletrading #intraday #intradayalerts
1
44",@StockFunda369,"#AIAlerts, #AIIndicator, #AIIndicatorAlert, #IndicatorAlert, #Pivot, #Support, #Resistance, #profitabletrading, #intraday, #intradayalerts"
Nukta Business,2025-07-11T05:24:23.000Z,"Nukta Business
@NuktaBusiness
·
Jul 11
The KSE-100 Index soared to an all-time intraday high of 134,530 points on Friday, marking a gain of over 700 points at the start of session.

#Nukta #NuktaPakistan #NuktaBusiness #PSX #KSE100 #Intraday #MacroEconomics
1
59",@NuktaBusiness,"#Nukta, #NuktaPakistan, #NuktaBusiness, #PSX, #KSE100, #Intraday, #MacroEconomics"
Manisha Jadhav,2025-07-11T05:24:21.000Z,"Manisha Jadhav
@BeingHumane14
·
Jul 11
Me To dear #Nifty50 : बस लिखा था, didn’t mean you had to go that way 

#StockMarketIndia #optiontrading #Grok4 #INTRADAY #sensex
Quote
Manisha Jadhav
@BeingHumane14
·
Jul 4
Support  

#stockmarketsindia #OptionsTrading #Nifty50
153","@BeingHumane14, @BeingHumane14","#Nifty50, #StockMarketIndia, #optiontrading, #Grok4, #INTRADAY, #sensex, #stockmarketsindia, #OptionsTrading, #Nifty50"
Mansur|Onimisi|Biggymahn|,2025-07-11T05:17:57.000Z,"Mansur|Onimisi|Biggymahn|
@biggymahnchi
·
Jul 11
#Usdjpy 
#Intraday
11",@biggymahnchi,"#Usdjpy, #Intraday"
Kavi Smart Trader-JAKA CAPITALS,2025-07-11T05:10:24.000Z,"Kavi Smart Trader-JAKA CAPITALS
@kavismarttrader
·
Jul 11
 $WOCKPHARMA Intraday + BTST SMC Setup
OB Retest  + CHoCH  + Volume Surge 
Entry: ₹1,752 | SL: ₹1,735 | TP: ₹1,820
Grade: A | RRR: 1:2+
#BTST #Intraday #SMC #VPA #PriceAction #NSEStocks
120",@kavismarttrader,"#BTST, #Intraday, #SMC, #VPA, #PriceAction, #NSEStocks"
parin sheth,2025-07-11T05:08:46.000Z,"parin sheth
@ParinSheth
·
Jul 11
#lodha 1422

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock #BREAKOUTSTOCKS
Quote
parin sheth
@ParinSheth
·
Jul 7
#lodha cmp 1380.
Risk reward ratio looking favorable.
Positional buy
138","@ParinSheth, @ParinSheth","#lodha, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #BREAKOUTSTOCKS, #lodha"
Intensify Research,2025-07-11T05:00:54.000Z,"Intensify Research
@Intensifyres
·
Jul 11
Meta Infotech IPO Listing- Shares Surge 39.75% on BSE SME Debut. 166x Demand Stuns Market! - https://intensifyresearch.com/Web/blogPost/584…

Read all stock Market Strategies - http://intensifyresearch.com

#IPOAlert #MetaInfotech #stockmarketcrash #BullRun #INTRADAY #StockMarketNews #Q1Results
1
130",@Intensifyres,"#IPOAlert, #MetaInfotech, #stockmarketcrash, #BullRun, #INTRADAY, #StockMarketNews, #Q1Results"
Alpha,2025-07-11T04:48:53.000Z,"Alpha
@tradelikealpha1
·
Jul 11
 NIFTY 50 – 5Min
Stuck in a 75pt range 
Now at major support 

 Breakdown after consolidation = momentum 
 Wait for clean break + retest.
No confirmation = No trade.

#nifty50 #priceaction #supportresistance #tradelikealpha_official #intraday
70",@tradelikealpha1,"#nifty50, #priceaction, #supportresistance, #tradelikealpha_official, #intraday"
Manisha Jadhav,2025-07-11T04:45:03.000Z,"Manisha Jadhav
@BeingHumane14
·
Jul 11
Replying to 
@BeingHumane14
2/2 And now #stock 2 has stopped performing & #stock 1 starts performing.
As if #stock 1 has been waiting for you to take exit 

Hota hai sabke saath hota hai 

#StockMarketIndia #INTRADAY #Grok4 #Options
45","@BeingHumane14, @BeingHumane14","#stock, #stock, #stock, #StockMarketIndia, #INTRADAY, #Grok4, #Options"
Manisha Jadhav,2025-07-11T04:45:02.000Z,"Manisha Jadhav
@BeingHumane14
·
Jul 11
1/2 You have been holding a #stock 1 for long but it’s at the same position for that long time with little bit profit, you see  #stock 2 performing really well so you exit partially from #stock 1 & invest in #stock2

#StockMarketIndia #INTRADAY #Grok4 #Options
1
60",@BeingHumane14,"#stock, #stock, #stock, #stock2, #StockMarketIndia, #INTRADAY, #Grok4, #Options"
Subodh Kumar,2025-07-11T04:36:15.000Z,"Subodh Kumar
@subodhsingh_
·
Jul 11
Forge Auto International, which is a newly listed stock has hit a back to back 2 upper circuit as soon as it crossed the listing day high with huge volume.

Disclaimer : Invested

#stockmarket #trading #investment #loss #profit #intraday
7
3
49
4.5K",@subodhsingh_,"#stockmarket, #trading, #investment, #loss, #profit, #intraday"
TradeX Guru,2025-07-11T04:22:12.000Z,"TradeX Guru
@TradeXGuru_
·
Jul 11
TXG Alpha Indicator. A simple indicator made for Scalping Intraday trades. Look at 5 min intraday Scalping. 
BULLISH candle - Upward bias
Orange candle - Entry bullish
Green dotted line - Target
Red dotted line - SL

#BTC #Bitcoin2025 #BTCUSDT #BinanceTurns8 #scalping #INTRADAY
1
41",@TradeXGuru_,"#BTC, #Bitcoin2025, #BTCUSDT, #BinanceTurns8, #scalping, #INTRADAY"
DHIVAKAR,2025-07-11T04:08:03.000Z,"DHIVAKAR
@spider647301
·
Jul 11
SIEMENS Looks weak 
watching for more downtrend
For more details call us :


@SpiderSoftIn
 #INTRADAY #OptionsTrading
Spider Software
1
2
204","@spider647301, @SpiderSoftIn","#INTRADAY, #OptionsTrading"
parin sheth,2025-07-11T04:07:04.000Z,"parin sheth
@ParinSheth
·
Jul 11
#Muthoot getting ready. Sl must

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock #BREAKOUTSTOCKS
Quote
parin sheth
@ParinSheth
·
Jul 10
Market view and 7 to 8 stocks for tomorrow. 

https://youtu.be/AG50dC2PhqA

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock #BREAKOUTSTOCKS
1
1
177","@ParinSheth, @ParinSheth","#Muthoot, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #BREAKOUTSTOCKS, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #BREAKOUTSTOCKS"
parin sheth,2025-07-11T04:02:28.000Z,"parin sheth
@ParinSheth
·
Jul 11
#HINDUNILVR 4% +
Again an example of wht happens whn trades r taken without ny confirmation jst based on overbought / oversold indicators.

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock
Quote
parin sheth
@ParinSheth
·
Jul 10
Market view and 7 to 8 stocks for tomorrow. 

https://youtu.be/AG50dC2PhqA

#nifty #fno #sensex #banknifty #optiontrading #optionbuying #swingtrade #intraday #stockpicks #WealthCreation #BreakoutStocks #BreakoutStock #BREAKOUTSTOCKS
1
170","@ParinSheth, @ParinSheth","#HINDUNILVR, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #nifty, #fno, #sensex, #banknifty, #optiontrading, #optionbuying, #swingtrade, #intraday, #stockpicks, #WealthCreation, #BreakoutStocks, #BreakoutStock, #BREAKOUTSTOCKS"
Nikkhil,2025-07-11T04:02:01.000Z,"Nikkhil
@nikkhil23
·
Jul 11
 Nifty 50 #Intraday – Friday, July 11, 2025

 Support Levels: 25202, 25086, 24969
 Resistance Levels: 25360, 25477, 25593

 Analyse the trend before you trade.

#Nifty50 #Nifty #StockMarket #GIFTNifty
#StockMarketIndia #MarketUpdate #NSE
#TradingTips #PriceAction
Show more
103",@nikkhil23,"#Intraday, #Nifty50, #Nifty, #StockMarket, #GIFTNifty, #StockMarketIndia, #MarketUpdate, #NSE, #TradingTips, #PriceAction"
Rajendra Agarwal,2025-07-11T03:50:39.000Z,"Rajendra Agarwal
@AutusInvestment
·
Jul 11
RED Day candle
Today, is weekly candle closing day 

Day candle chart with SSG/ #SGLEVEL

#Nifty #Sensex #Niftybank #Niftyfinservice #NiftyMidSelect
#SGLogic #SGLEVEL #AutusInvestment #INTRADAY #Banknifty #Markets #OptionsTrading #Giftnifty #Research #investments

@SGLEVELS
Show more
Quote
Rajendra Agarwal
@AutusInvestment
·
Jul 10
RED-GREEN (MIX) color Day candle (Inside ZigZag)

Day candle chart without SSG/ #SGLEVEL

#Nifty #Sensex #Niftybank #Niftyfinservice #NiftyMidSelect
#SGLogic #SGLEVEL #AutusInvestment #INTRADAY #Banknifty #Markets #OptionsTrading #Giftnifty #Research #investments
@SGLEVELS  x.com/AutusInvestmen…
2
439","@AutusInvestment, @SGLEVELS, @AutusInvestment, @SGLEVELS","#SGLEVEL, #Nifty, #Sensex, #Niftybank, #Niftyfinservice, #NiftyMidSelect, #SGLogic, #SGLEVEL, #AutusInvestment, #INTRADAY, #Banknifty, #Markets, #OptionsTrading, #Giftnifty, #Research, #investments, #SGLEVEL, #Nifty, #Sensex, #Niftybank, #Niftyfinservice, #NiftyMidSelect, #SGLogic, #SGLEVEL, #AutusInvestment, #INTRADAY, #Banknifty, #Markets, #OptionsTrading, #Giftnifty, #Research, #investments"
Rajendra Agarwal,2025-07-11T03:46:43.000Z,"Rajendra Agarwal
@AutusInvestment
·
Jul 11
#Nifty PO +  #intraday 5m chart with SSG/ #SGLEVEL
Can compare/study option 1m chart with 5m chart of Nifty 
We traded in 
25500PE from 45 to 158 (9 July also super PA at the SP)
25400PE from 8 to 60
25400CE from 13 to 53

 The Option SP details are shared strictly for
Show more
Quote
Rajendra Agarwal
@AutusInvestment
·
Jul 10
#Nifty Today W-expiry day
Be ready for 25500

#intraday 5m chart with SSG/ #SGLEVEL

#Nifty #Sensex #Niftybank #Niftyfinservice #NiftyMidSelect
#SGLogic #SGLEVEL #AutusInvestment #INTRADAY #Banknifty #Markets #OptionsTrading #Giftnifty #Research #investments
@SGLEVELS  x.com/AutusInvestmen…
1
3
373","@AutusInvestment, @AutusInvestment, @SGLEVELS","#Nifty, #intraday, #SGLEVEL, #Nifty, #intraday, #SGLEVEL, #Nifty, #Sensex, #Niftybank, #Niftyfinservice, #NiftyMidSelect, #SGLogic, #SGLEVEL, #AutusInvestment, #INTRADAY, #Banknifty, #Markets, #OptionsTrading, #Giftnifty, #Research, #investments"
Stock Market Window,2025-07-11T03:35:18.000Z,"Stock Market Window
@window_market
·
Jul 11
INDEX VIEW (11-07-2025)

Nifty
Support - 25175-25225
Resistance - 25410-25460

Bank Nifty
Support - 56500-56600
Resistance - 57100-57200

Views are for educational purpose  
#Nifty #banknifty #trademega #FrontPage_App #trading #DayTrading #INTRADAY #StockMarket #StockMarketIndia
237",@window_market,"#Nifty, #banknifty, #trademega, #FrontPage_App, #trading, #DayTrading, #INTRADAY, #StockMarket, #StockMarketIndia"
Shrikant Chouhan,2025-07-11T03:18:45.000Z,"Shrikant Chouhan
@Shrikantequity
·
Jul 11
Market Analysis - Nifty Strategy
https://youtube.com/live/ZVFhXJ5egq8?si=cT8GILm5KVtSIKET…

#NIFTY #NSE #INTRADAY #BSE #Technical #Analysis #BankNifty
#Index #Trending 
@kotaksecurities
 
@KotakBankLtd
  
@Shrikantequity
youtube.com
 [Live] - Expect weakness below 25330 I Market Analysis For...
 [Live] - Expect weakness below 25330 I Market Analysis For Tomorrow I 11th July I Kotak NeoGet expert insights on Nifty, Bank Nifty, and key stock marke...
338","@Shrikantequity, @kotaksecurities, @KotakBankLtd, @Shrikantequity","#NIFTY, #NSE, #INTRADAY, #BSE, #Technical, #Analysis, #BankNifty, #Index, #Trending"
Himanshu Chauhan,2025-07-11T03:16:30.000Z,"Himanshu Chauhan
@HimanshuTrader_
·
Jul 11
#OptionsTrading #investing #financialplanning #LearnStockMarket #intraday #education #stockmarketforbeginners #tradingandwealthcoach #tradingandwealthcoachhimanshu 
youtube.com
11 JULY | Nifty, BN & Sensex Prediction | Market Analysis#trading...
Telegram link - https://t.me/TradingAndWealthCoach#NiftyPrediction #BankNiftyAnalysis #tradingandwealthcoachhimanshu  Nifty & Bank Nifty Prediction In this...
1
22",@HimanshuTrader_,"#OptionsTrading, #investing, #financialplanning, #LearnStockMarket, #intraday, #education, #stockmarketforbeginners, #tradingandwealthcoach, #tradingandwealthcoachhimanshu, #trading, #NiftyPrediction, #BankNiftyAnalysis, #tradingandwealthcoachhimanshu"
truwealth.club,2025-07-11T03:04:48.000Z,"truwealth.club
@truwealth_club
·
Jul 11
Market Update for 11th July 2025    

For more investing insights and market outlook, join our community now: http://tinyurl.com/jointwclub 

#Crudeoil #Q1FY26 #stockmarketcrash #StockMarketNews #INTRADAY NEW ALL TIME HIGH HSBC
1
71",@truwealth_club,"#Crudeoil, #Q1FY26, #stockmarketcrash, #StockMarketNews, #INTRADAY"
